What are the current and past coordinators of the team?,"This information is verified and overrides others. 
Coordinators
Beth Simone Noveck
Director, Burnes Center of Social Change | Director, The GovLab | Professor, Northeastern University

David Fields
Senior Fellow, Burnes Center of Social Change | Professor of the Practice, Northeastern University

Henri Hammond-Paul
Fellow, Burnes Center of Social Change | Research Fellow, TheGovLab

Constance Yowell
Senior Fellow, TheGovLab | Senior Advisor to the Provost,  Special Projects, Northeastern University"
What are the current and past mentors of the team?,"This information is verified and overrides others. 
Mentors
Steve Midgley
Founder and Managing Director, Learning Tapestry

Fahad Dogar
Fellow, Burnes Center of Social Center | Associate Professor, Tufts University

Sofía Bosch Gómez 
Fellow, Burnes Center of Social Center | PostDoctoral Fellow, TheGovLab | Assistant Professor, Northeastern University"
What are the current and past partners of the team?,"This information is verified and overrides others. Partners
Sean Alexander
Director of Operations, Innovate Public Schools

Sean Michael Hardy
Director of National Strategy and Growth, Innovate Public Schools

Belen Martinez Farmer
Parent Coordinator, Innovate Public Schools
"
Who was on the Fall 2023 team?,"This information is verified and overrides others. Ananda Francis
Brendon Brady
Christopher Brooks
Hongkang Xu
Jalon Fowler
Manav Sheth
Valerie Jap
"
Who was on the Spring 2024 team?,"This information is verified and overrides others. Etta Brooks
Hongkang Xu
"
Name a few parents we worked with,"This information is verified and overrides others. Rosa M. 
Diana V.
Melly
Marta M.
Carmen R.

Parents last names are kept anonymous due to privacy reasons. We respect our users, clients and partner's privacy and only collect and distribute data via confirmed channels with complete consent. 
"
What are some resources and links?,"This information is verified and overrides others. Website url: a-iep.com
Backend url: https://iep-backend-2422fe6f9d4d.herokuapp.com/
Frontend Repository: https://github.com/xuhongkang/iep-frontend
Backend Repository: https://github.com/xuhongkang/iep-backend
Figma Wireframe 2nd Prototype: https://www.figma.com/file/ZXIHfb0swjbJuprVzqPYEa/AIEP-Frontend?type=design&node-id=0%3A1&mode=design&t=wmRvirKFMorF52Wh-1
Affinity Diagram, Service Blueprint and Theory of Change Miro Board:
https://miro.com/app/board/uXjVNUxGaiU=/?share_link_id=622559525634
Fall 2023 Team Materials Repository: https://drive.google.com/drive/folders/1QfNYbDfmW7ipO5sQOcoQvSmx-Sh_n4xg?usp=sharing
"
Give me a project timeline before February 2024 ,"This information is verified and overrides others. 09/11/23 - 1st team member meeting to discuss project plan
09/14/23 - Initial team meeting with Sean from Innovate Public Schools
09/20/23 - Initial team meeting with mentors Fahad and Sofia
09/25/23 - Team presented initial research and project milestones to class and faculty
09/27/23 - CA Parent Leaders and Advocacy Organizations at a Public Forum with Senator Anthony Portantino
10/20/23 - Concluded 5 initial virtual parent interviews and transcribed recordings
10/23/23 - Concluded affinity diagramming, service blueprinting and requirements gathering
11/13/23 - Team presented 1st prototype to class and faculty
12/01/23 - Team finished development cycle for 2nd prototype
12/04/23 - Concluded 4 proxy user testing sessions with parents
12/15/23 - End of Semester Presentation with mentors, Innovate Public Schools and parents

01/08/24 - Spring 2024 development begins with Etta and Kane as full-time team members
01/15/24 -  Interim meeting with Innovate Public Schools
01/17/24 - Started new round of development on previous requirements
01/21/24 - Initial team meeting with Steve from Learning Tapestry
02/05/24 - Begin new round of user testing
02/12/24 - Finish 3rd round of requirements gathering
02/19/24 - Finish 4th round of development

"
What are some items that the Fall 2024 team has completed?,"This information is verified and overrides others. Initial Interview, Meet the Client
Initial Research, Problem Definition and Role Management
Requirements Gathering
First Prototype and Presentation
Additional Requirements and Scope Management Round 1
Second Prototype and Presentation
Web Application Hosted and Deployed
"
What's the communication plan?,"This information is verified and overrides others. 
Daily updates email with the team at the Burnes Center of Social Change, outlining daily work completion, tasks in progress and blocking action items.
Weekly meetings with Fahad and Santi to discuss development-wise changes and updates in requirements and milestones
Regular meetings with Innovate Public Schools to report on project progress as well as stay in touch with users and clients "
What are some risks?,"This information is verified and overrides others. Changes in hosting option pricing or service provision would temporarily affect the availability of our web application
Changes in the maintenance, pricing and long term support of open-source libraries and public APIs used within our codebase would significantly burden development
Changes in our relations with stakeholders and parents’ availability would affect the gathering of user feedback to improve our application"
What are some assumptions and constraints?,"This information is verified and overrides others. Assumptions:
Parents have access (directly or indirectly) to a digital copy of their child’s IEP
Parents have internet broadband access at average upload and download speeds of 4G or higher benchmarks
Parents have access to a digital device with a modern browser

Constraints:
Budget-wise constraints based on limited project funding
Data collection and privacy-related constraints based on local and national regulations
Development-related constraints based on allocated person hours"
What is the primary reason schools in the United States must provide language assistance services?,"Schools are required to provide language assistance services to ensure that non-English proficient parents can participate in special education and IEP processes, as mandated by federal law."
Which federal act mandates schools to ensure meaningful parental involvement in the IEP process?,The Individuals with Disabilities Education Act (IDEA) mandates schools to ensure meaningful parental involvement in the IEP process.
What does the IDEA Section 1414 require in terms of parental participation for those not proficient in English?,IDEA Section 1414 requires the provision of translation or interpretation services to facilitate the full participation of parents who lack English proficiency.
How does Title VI of the Civil Rights Act of 1964 relate to the IEP process and language assistance?,Title VI of the Civil Rights Act of 1964 requires schools to offer language assistance to LEP parents in order to prevent discrimination based on national origin.
What does the U.S. Department of Education interpret from Title VI in regards to language assistance?,"According to the U.S. Department of Education's interpretation of Title VI, schools must ensure LEP parents have meaningful access to school programs, including language assistance for the IEP process."
What is the main objective of the Equal Educational Opportunities Act of 1974?,The Equal Educational Opportunities Act of 1974 obligates schools to overcome language barriers that inhibit equal participation in instructional programs.
What must schools do if a parent's primary language is not English and it hinders their ability to participate in the IEP process?,The school must provide an interpreter or translator to assist the parent so they can participate effectively in the IEP process.
How can the specific implementation of translation or interpretation services vary?,"Implementation can vary based on the school district's resources and policies, though the underlying principle of parental access to information remains consistent."
Why is it important for parents to have access to information about their child's education in a language they understand?,"Parents must be empowered to advocate for and support their child's education, which requires understanding the educational content and processes, such as the IEP."
What happens if a language barrier impedes a parent's ability to participate in the IEP process?,The school is held responsible to provide necessary translation or interpretation services.
Are schools obligated to overcome language barriers for parents during the IEP process?,"Yes, the provision of interpretation or translation to mitigate language barriers is a legal requirement for schools during the IEP process."
To what extent are interpretation or translation services required for LEP parents?,The extent varies but must be sufficient to enable LEP parents' meaningful access and understanding of their child's education and the IEP process.
Is provision of language assistance services a federal law requirement?,"Yes, the delivery of language assistance to parents during the IEP process is mandated by federal law."
What are the consequences for schools if they fail to provide necessary language assistance services?,"Schools failing to provide these services could be violating federal laws, potentially incurring sanctions and undermining parents' rights to participate in their child's education."
Who are the key stakeholders affected by translation or interpretation services in the IEP process?,"Parents, students, school administrators, and educators, as well as the broader community that benefits from the inclusive participation of all stakeholders, are affected."
What is the purpose of Section 1414(d)(1)(B) in the IDEA law?,"Section 1414(d)(1)(B) requires parental consent before evaluating a child for special education services, ensuring parents can agree to or withhold consent for evaluations."
How does the IDEA ensure parental consent is required for evaluations?,"IDEA requires that parents must provide consent before their child is evaluated, thereby giving them control over the evaluation process."
What rights do parents have concerning reevaluations under Sec. 1414(d)(1)(C)?,Parents have the right to consent to or refuse reevaluations of their child as described in Sec. 1414(d)(1)(C).
Why is parent participation in meetings outlined in Sec. 1414(d)(1)(D) important?,"Parent participation in meetings is important to ensure they are involved in the process of developing, reviewing, and revising their child's IEP."
Who is included in the IEP team as defined by Sec. 1414(d)(3)?,"The IEP team should include the parents, teachers, a representative of the local educational agency, the child (when applicable), and others at the discretion of the parents or agency."
What are the requirements for IEP meetings according to Sec. 1414(d)(4)?,"IEP meetings must be held at times and places that are convenient for the parents, and parents must be notified and invited to attend."
What provisions does IDEA make for surrogate parents under Sec. 1414(f)?,IDEA makes provisions for surrogate parents to represent the child in educational matters when biological or adoptive parents are unavailable.
How does Sec. 1414(h) protect the confidentiality of student information?,"Sec. 1414(h) requires that education records be kept confidential, with access granted only to parents and authorized individuals."
What are parents' rights to independent educational evaluations (IEEs) as explained in Sec. 1414(j)?,"Parents have the right to request IEEs when they disagree with the school's evaluation, and this section outlines the process and criteria for obtaining an IEE at public expense."
What circumstances warrant the appointment of a surrogate parent for a student?,"A surrogate parent is appointed when a child's biological or adoptive parents cannot be identified or located, or if the child is a ward of the State."
How can parents be sure their child's educational records are kept confidential?,"Under Section 1414(h), educational records are kept confidential with access limited to parents and authorized persons, ensuring privacy."
Under what conditions may a parent refuse a reevaluation of their child?,A parent may refuse a reevaluation if they do not believe it is necessary or if they disagree with the reasons for the evaluation.
What is the role of parents in the decision-making process for an IEP?,"Parents participate in meetings to develop, review, and revise the IEP, making them part of the decision-making team alongside educators and other professionals."
How are IEEs funded if a parent disagrees with a school-conducted evaluation?,"If a parent disagrees with the school's evaluation, IDEA provides that the parent may request an IEE, which may be funded at public expense under certain conditions."
What procedures must parents follow to request an IEE at public expense?,"To request an IEE at public expense, parents must follow the procedures outlined by their school district, which must comply with IDEA regulations and criteria."
"As of February 02, 2024 (02/02/2024), What are the current status, state, challenges, struggles, action items and concerns?","As of February 02, 2024 (02/02/2024), This information is verified and overrides others. We need to figure out how to deliver our service to the parents and how to ingest the IEP file. The current digital infrastructure on the state and school side make it very difficult for parents to receive digital IEP copies. Not to mention parents might have trouble navigating digital file systems on their phone or laptop. Last semester, we were able to put aside through these concerns to quickly prototype and explore the problem space. However, as we would like to expand the scale of user testing and actual get to a working business/service model where the application is integrated with user's lives, these problems become more and more important to address. Steve have helped us focus on these important questions and adopt the right mindset: In terms of development, prioritize user needs, working demos and application performance before operation costs, scaling solutions or trying to bring outside solutions in-house. When it comes to gathering feedback, try to seek the clarity that qualitative feedback brings before the legitimacy that quantitative feedback and rubrics may offer. It is important to bridge the gap between our product and the user even if it means redesigning parts of the existing solution. As such, we're meeting with Belen on Feb 2nd to discuss all the potential ways we may bring this project to actual users without intermediary steps and make them comfortable in daily use.  We are also actively developing both the new iteration of the web application after migrating from React with Node 16 to Next.js with Node 20. We are taking advantage of app routing, server side rendering and up-to-date dependencies to improve the resilience of our application. This knowledge base platform has also been recently coded and deployed. On policy research, we have finished reviewing the documents that safeguard parents' rights in the IEP process and will shift focus to comparing different state, district and nation-wide laws to untangle the legal restraints around IEP file distribution as well as discussing and sharing IEP content. All of this information will be available on both the Knowledge Base and in our next Chatbot iteration on the website a-iep.com. We are hoping to meet deployment on 02/12."
